market_id,trading_mode,final_action,p_flip,fresh_price,candidate_side,lgbm_vote,true_winner
3201856,COMBINED,SKIP,0.3393133508892592,0,,,YES
3201858,COMBINED,SKIP,0.4843743605006168,0,,,YES
3219571,COMBINED,BUY_YES,0.5929084940887291,0.2,,,NO
3201856,COMBINED,SKIP,0.49165831675389543,0,,,YES
3201858,COMBINED,SKIP,0.46032927636503873,0,,,YES
3201856,COMBINED,SKIP,0.4162170039817916,0,,,YES
3201858,COMBINED,SKIP,0.45866615372993097,0,,,YES
3201849,COMBINED,SKIP,0.5227288821311674,0,,,YES
3201859,COMBINED,SKIP,0.540113381867311,0,,,YES
3201856,COMBINED,SKIP,0.3393939497111144,0,,,YES
3201858,COMBINED,SKIP,0.48388205132846057,0,,,YES
3201849,COMBINED,SKIP,0.49852819289836164,0,,,YES
3201859,COMBINED,SKIP,0.3326249879173616,0,,,YES
3201858,COMBINED,SKIP,0.4815264354983347,0,,,YES
3201859,COMBINED,SKIP,0.46281720572119267,0,,,YES
3201856,COMBINED,SKIP,0.4350064010649462,0,,,YES
3201858,COMBINED,SKIP,0.4810258158488941,0,,,YES
3201856,COMBINED,BUY_YES,0.7066439296913873,0.26,,,YES
3201859,COMBINED,SKIP,0.3682470204027449,0,,,YES
3201858,COMBINED,SKIP,0.4677889450687499,0,,,YES
3201849,COMBINED,SKIP,0.48422427625512277,0,,,YES
3201849,COMBINED,SKIP,0.45548144190448864,0,,,YES
3201858,COMBINED,SKIP,0.45706721424749963,0,,,YES
3201859,COMBINED,SKIP,0.3514547331301567,0,,,YES
3201859,COMBINED,SKIP,0.3615580683404143,0,,,YES
3201858,COMBINED,SKIP,0.45433068740160876,0,,,YES
3201859,COMBINED,SKIP,0.5128573109889746,0,,,YES
3201859,COMBINED,SKIP,0.5249653518673765,0,,,YES
3214995,COMBINED,SKIP,0.29277207773389724,0,,,NO
3214995,COMBINED,SKIP,0.292936560544409,0,,,NO
3214995,COMBINED,SKIP,0.2992147927378628,0,,,NO
3214995,COMBINED,SKIP,0.33591081139634205,0,,,NO
3214995,COMBINED,SKIP,0.3305085605201556,0,,,NO
3201849,COMBINED,SKIP,0.4973633944182055,0,,,YES
3201849,COMBINED,SKIP,0.4998249570343684,0,,,YES
3201856,COMBINED,SKIP,0.34071664691430187,0,,,YES
3201856,COMBINED,SKIP,0.4397440529660302,0,,,YES
3201859,COMBINED,SKIP,0.3505706443308153,0,,,YES
3201859,COMBINED,SKIP,0.35081698157470387,0,,,YES
3201858,COMBINED,SKIP,0.464682939856398,0,,,YES
3201849,COMBINED,SKIP,0.4773662086948166,0,,,YES
3201859,COMBINED,SKIP,0.5580171788864547,0,,,YES
3201859,COMBINED,SKIP,0.5261999768852839,0,,,YES
3201849,COMBINED,SKIP,0.503345467264631,0,,,YES
3201859,COMBINED,SKIP,0.35161451067668387,0,,,YES
3201856,COMBINED,SKIP,0.3394745616799269,0,,,YES
3201858,COMBINED,SKIP,0.4833862845444523,0,,,YES
3201859,COMBINED,SKIP,0.3234092321971438,0,,,YES
3201856,COMBINED,SKIP,0.32621712419354787,0,,,YES
3201859,COMBINED,SKIP,0.3051115437339043,0,,,YES
3201849,COMBINED,SKIP,0.48778960820435435,0,,,YES
3201858,COMBINED,SKIP,0.4882039448464689,0,,,YES
3201849,COMBINED,SKIP,0.49743706377610103,0,,,YES
3201859,COMBINED,SKIP,0.3118260745185428,0,,,YES
3201858,COMBINED,SKIP,0.46070108756857403,0,,,YES
3201849,COMBINED,SKIP,0.5034354165352006,0,,,YES
3201859,COMBINED,SKIP,0.31203554436838477,0,,,YES
3201858,COMBINED,SKIP,0.46476765243200674,0,,,YES
3201849,COMBINED,SKIP,0.48093167690278943,0,,,YES
